GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
27083,"Lyon, MN",17623,13768,18757,44081,56242,44516,56299,74608,43639,62231,75000,86342,105748,54212,70492,18802,8525,19408
27085,"McLeod, MN",11168,10412,16099,21888,27913,22079,15100,30036,12332,16412,21611,57185,42607,44516,75957,44234,59237,19554
27087,"Mahnomen, MN",2137,-2409,8793,1635,4718,6272,8505,12662,-4739,899,10350,20703,26061,8920,13260,19190,6542,4252
27089,"Marshall, MN",4257,9765,55562,8552,16948,22858,39644,104535,7064,22334,35640,89481,76779,13475,11705,23368,29459,25330
27091,"Martin, MN",29723,29722,50969,95591,117694,102682,85268,110634,65498,85258,130935,158526,167115,119905,84706,28185,66673,29644
27093,"Meeker, MN",8274,11537,10502,26066,28438,28309,27787,45544,21506,36972,35621,69566,54476,42377,43411,14367,18647,2952
27095,"Mille Lacs, MN",3827,3521,4091,6853,4388,3097,2201,4722,1631,4282,1194,6995,683,3851,14681,10225,7373,-4053
27097,"Morrison, MN",15979,18206,30107,56430,68361,57451,62559,100715,52185,83631,100190,129353,87847,107678,115751,61248,61824,56217
27099,"Mower, MN",11659,20699,11867,47429,62055,41540,46864,47672,25166,60317,101163,125206,58803,16268,-2650,-45121,-20219,42338
27101,"Murray, MN",24960,23944,31904,49834,65492,47559,59400,82767,56279,69344,105786,109163,167019,107850,134202,63413,51100,49815
27103,"Nicollet, MN",22374,17364,29612,53145,64487,63311,38513,74008,39478,66808,89409,103767,111466,90941,66260,34746,52402,25548
27105,"Nobles, MN",28171,28694,42146,71306,89306,63152,83869,109197,69569,94719,140109,134811,152037,122194,113966,37149,70055,61854
27107,"Norman, MN",22926,12494,53364,25730,38371,43424,50185,88703,18880,35581,44683,71149,90249,23141,20439,17089,12295,24420
27109,"Olmsted, MN",3671,-932,5681,20753,29648,23384,22935,29053,9486,22105,46574,66966,37957,9685,3370,-22720,-5865,5830
27111,"Otter Tail, MN",25677,26320,49838,52338,54891,50113,46389,103338,38999,55003,81585,122282,154401,133972,95314,49332,47116,39042
27113,"Pennington, MN",2685,3024,19591,2361,9273,6503,8930,24878,-3514,5059,14068,30709,22857,11747,29116,21160,22153,22331
27115,"Pine, MN",4056,1585,4945,7360,5751,7772,8200,9720,5453,9822,12695,13836,11218,17317,23043,16960,21422,3325
27117,"Pipestone, MN",20537,10253,18480,35073,45361,36117,36362,58971,45831,74464,98023,105946,125480,115726,82366,52042,62855,57285
27119,"Polk, MN",21548,13337,79023,28916,46961,65410,72366,164594,52544,71933,97489,159059,240946,85661,16481,29170,57764,75394
27121,"Pope, MN",9130,10831,17934,25281,31746,17835,16881,36220,16313,24098,29647,67338,54139,23466,7895,-553,-822,15345
27123,"Ramsey, MN",1125,919,1188,1077,1137,1210,908,1326,1553,1680,1772,2029,2245,1797,1780,1603,1638,1671
27125,"Red Lake, MN",4211,-332,12820,3043,5454,6077,9575,19078,4945,9402,17780,29718,38403,23839,28658,18833,26125,25566
27127,"Redwood, MN",31142,33662,46512,72785,91344,79439,78921,108650,82137,106671,111429,141167,159745,93410,76583,31165,34130,44886
27129,"Renville, MN",33719,46646,54816,66317,97411,94447,97138,150988,91335,107904,109114,181808,210333,109183,119591,57796,60783,37890
27131,"Rice, MN",5775,4348,12872,30527,38096,37489,22305,31017,25898,39271,49474,74060,43619,28063,24557,-3301,8898,12722
27133,"Rock, MN",22071,19099,26638,47331,65543,50337,55276,77827,45743,75593,106746,113974,132624,116556,113982,60763,69302,65322
27135,"Roseau, MN",2897,-2065,49831,3745,7691,15156,17311,48404,-6319,9784,25410,61179,69580,37691,41732,36087,49406,56877
27137,"St. Louis, MN",2158,2052,2447,1935,1410,2122,2974,1947,1433,3950,4641,3811,5615,5594,6985,4704,3103,2592
27139,"Scott, MN",5076,4286,8983,16060,19146,18769,17821,28610,16853,17688,24387,35213,28978,23144,22243,10027,14201,1523
27141,"Sherburne, MN",5403,6578,12264,13102,15004,24535,19751,11142,5874,4909,8403,11321,6738,5042,4666,5485,4919,974
27143,"Sibley, MN",20359,25583,31181,49347,55774,49520,48749,69932,46064,55946,67141,96195,91381,65277,73330,34440,44461,8269
27145,"Stearns, MN",60743,57008,87443,122311,120553,106897,113653,180678,89012,139738,183937,246720,192790,224829,181348,110585,127290,98543
27147,"Steele, MN",19998,16580,14262,25813,34004,27171,29816,35498,17183,31369,52929,84221,36829,6463,925,-23009,-12694,22154
27149,"Stevens, MN",18549,19934,30891,42342,50371,48435,61337,77421,33407,61589,71939,137174,113138,99935,60224,37346,41213,46584
27151,"Swift, MN",5145,12398,11931,21541,37317,26134,17598,49249,24925,39404,45425,85446,57725,25025,30130,5313,-4261,24035
27153,"Todd, MN",6428,7060,13756,24540,29880,25657,22192,37754,15362,34283,48395,64817,40769,54838,66145,33289,36753,30454
27155,"Traverse, MN",7754,7763,10498,15421,15308,16427,21437,36469,22975,31853,35392,102082,74501,30922,42782,16937,4817,28416
27157,"Wabasha, MN",16364,13679,26276,38112,35689,23194,27996,40857,17648,30124,60010,72252,58098,57851,34371,10072,24949,18690
27159,"Wadena, MN",-2451,-866,1590,3570,6677,5139,5168,11572,7247,10790,16378,18261,18790,14832,14653,7666,8750,4899
27161,"Waseca, MN",12726,13798,19599,35632,45119,34643,44538,73916,45208,63650,92079,103382,83989,57497,49655,10512,26907,28874
27163,"Washington, MN",21034,23095,22180,19879,22269,23992,20256,26213,30794,32311,37679,39317,43037,31121,28267,23661,22185,26797
27165,"Watonwan, MN",16354,15273,22577,53225,56446,46177,39816,50225,35410,44482,75857,75615,84307,40163,21409,-10371,17964,-3291
27167,"Wilkin, MN",15529,14009,38589,29703,23426,28971,27964,53908,5381,31548,26830,73763,56112,6573,-137,-4154,945,21785
27169,"Winona, MN",21258,14721,22247,40678,39266,26870,35385,41916,21949,48342,84430,94298,81922,90930,51221,30062,46874,48155
27171,"Wright, MN",5901,5112,13397,30233,32674,29999,26510,36985,25507,27063,31178,50556,24207,25298,39061,21432,28018,5285
27173,"Yellow Medicine, MN",28892,22756,31106,50600,54998,39867,42397,59390,45422,61884,84588,90487,141547,82043,99245,54125,32280,37796
