year,cash.receipts,countyfp,other.income,expenses,net.income,Total.acres,Dem_RUCA,Dem_Desc,edr,planning.region
2011,50161000,059,5003000,51522000,2313000,162015,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2011,13233000,061,806000,11101000,2862000,65712,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2011,359312000,063,22202000,258939000,116431000,408644,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,29464000,065,2468000,27667000,3686000,108988,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2011,400381000,067,28320000,344839000,80569000,377155,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2011,128039000,069,29539000,121161000,21877000,475274,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2011,8982000,071,803000,6928000,2709000,103875,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2011,252528000,073,28691000,212431000,61917000,431749,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2011,451000,075,56000,497000,11000,1123,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2011,10111000,077,1925000,12195000,-1362000,78241,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2011,189399000,079,20262000,176815000,30005000,215842,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,184964000,081,25324000,158699000,47228000,315388,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2011,371418000,083,31515000,317088000,79466000,407087,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,173572000,085,22397000,170863000,19082000,256354,C,Urban/town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2011,71582000,087,10121000,68813000,9210000,182396,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2011,235153000,089,51117000,229997000,34098000,845222,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2011,577573000,091,25709000,442131000,155689000,430449,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,235202000,093,25580000,222140000,35306000,300809,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2011,39274000,095,5026000,43539000,76000,111448,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2011,375627000,097,15084000,289910000,103234000,457435,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,432548000,099,27159000,350513000,101136000,405635,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,349695000,101,26686000,260975000,110613000,404364,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2011,370107000,103,17950000,288169000,97706000,240659,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,484648000,105,21321000,350317000,152710000,399289,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,224120000,107,29366000,200256000,42783000,486648,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2011,217335000,109,15550000,184595000,43189000,294356,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2011,417963000,111,36319000,365199000,80829000,707187,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2011,61334000,113,14934000,57131000,13620000,312834,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2011,62249000,115,3030000,52964000,12194000,125173,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2011,300975000,117,15841000,213787000,102824000,277709,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,483353000,119,66075000,418842000,101444000,1023883,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2011,179086000,121,17278000,161932000,29048000,287615,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2011,3597000,123,135000,2024000,1721000,593,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,60188000,125,8709000,45467000,18672000,230455,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2011,465708000,127,42058000,371601000,127203000,516846,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,561013000,129,44590000,484133000,111684000,574955,A,Entirely rural,EDR  6E- Southwest Central,Central Minnesota
2011,198866000,131,16784000,163363000,48701000,218260,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,398261000,133,13817000,287670000,121639000,288562,C,Urban/town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,119348000,135,24713000,106186000,24714000,573145,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2011,18892000,137,1697000,16524000,4185000,74454,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2011,94804000,139,8891000,79707000,22186000,100257,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,77353000,141,3699000,75357000,4709000,86468,D,Entirely urban,EDR  7W- Central,Central Minnesota
2011,324947000,143,27976000,278460000,68089000,306611,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,725813000,145,33104000,571576000,185292000,651262,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2011,247266000,147,18102000,209283000,51871000,221352,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,341608000,149,28305000,287202000,76120000,326134,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2011,269797000,151,26761000,239649000,49714000,419018,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2011,213647000,153,10990000,174014000,49696000,355242,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,152834000,155,43152000,152350000,35108000,337187,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2011,211550000,157,13614000,164162000,57288000,213776,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,54661000,159,3585000,40468000,17207000,110182,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,289031000,161,17556000,206825000,96295000,235425,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,107654000,163,7255000,67873000,46429000,59914,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,277272000,165,14746000,207457000,80535000,254138,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,206765000,167,28168000,199779000,24096000,440149,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2011,272686000,169,12274000,200223000,82485000,192937,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,190458000,171,14190000,175752000,26289000,252491,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2011,301427000,173,29730000,239375000,85595000,439924,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2012,21642749000,000,1723088000,17395980000,5905070000,24974729,NA,Minnesota,Minnesota,Minnesota
2012,15797000,001,4501000,17716000,1106000,96570,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2012,59200000,003,3717000,48375000,14476000,37665,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,267042000,005,13775000,223751000,56601000,333999,C,Urban/town/rural mix,EDR  4 - West Central,Northwest Minnesota
2012,32548000,007,3619000,27992000,7173000,194238,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2012,168476000,009,9126000,139290000,37654000,165997,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2012,165727000,011,16142000,127032000,52670000,262396,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2012,533600000,013,30050000,394293000,165643000,384907,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2012,391790000,015,30728000,309261000,111581000,349171,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,11205000,017,1105000,13334000,-2247000,93839,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2012,139090000,019,13140000,114351000,36551000,155265,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,39483000,021,3651000,40113000,2567000,135011,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,332804000,023,30121000,267730000,93904000,332505,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2012,57373000,025,4861000,51852000,9762000,127321,D,Entirely urban,EDR  7E- East Central,Central Minnesota
2012,388709000,027,28318000,322509000,95092000,560228,D,Entirely urban,EDR  4 - West Central,Northwest Minnesota
2012,31700000,029,3246000,27420000,6892000,245876,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2012,0,031,0,0,0,1615,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2012,383770000,033,34904000,304788000,110301000,371545,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,26330000,035,2132000,25078000,2812000,69203,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,251868000,037,22696000,200437000,73930000,177645,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,294934000,039,15859000,231227000,78171000,248394,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2012,122361000,041,13495000,102272000,31918000,243939,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2012,419843000,043,27642000,326107000,116593000,413288,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,352707000,045,34402000,309788000,74572000,439442,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,426016000,047,34979000,341787000,116113000,413354,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,442507000,049,34377000,362045000,112530000,365201,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,210568000,051,23477000,153538000,78886000,299669,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2012,76566000,053,14355000,63486000,26957000,45517,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,149734000,055,13109000,120580000,41100000,160889,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,51386000,057,3567000,40465000,15025000,86370,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2012,62215000,059,4558000,60579000,5587000,148953,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2012,12336000,061,841000,12716000,-161000,66024,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2012,386860000,063,25966000,281707000,126807000,408495,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,33117000,065,2404000,30900000,3634000,106624,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2012,489284000,067,33183000,388557000,134028000,380798,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2012,176029000,069,25294000,143679000,65025000,475649,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2012,9740000,071,1046000,8158000,2125000,102345,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2012,314862000,073,32651000,250937000,92063000,431853,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2012,456000,075,58000,590000,-90000,1251,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2012,18837000,077,2228000,14949000,6391000,77316,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2012,233173000,079,24058000,204924000,50303000,220146,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,202994000,081,26707000,177955000,49613000,315043,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2012,408937000,083,30363000,349916000,86827000,403197,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,236667000,085,19798000,199154000,55094000,256358,C,Urban/town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2012,95124000,087,8388000,84200000,18722000,183928,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2012,314166000,089,37905000,272336000,91263000,844251,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2012,652720000,091,31432000,499959000,180213000,430217,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,290100000,093,27546000,246694000,69709000,300696,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2012,53024000,095,3792000,50054000,5643000,108399,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2012,434453000,097,17439000,324776000,127860000,449625,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,483562000,099,42866000,402174000,120868000,406102,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,373434000,101,38355000,297018000,110741000,404160,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2012,399821000,103,30952000,325291000,104640000,240476,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,495534000,105,34042000,388149000,139271000,399120,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,274168000,107,25878000,235508000,66895000,489478,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2012,252089000,109,20107000,211133000,60057000,293284,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2012,501576000,111,37329000,422837000,115189000,709310,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2012,81751000,113,12785000,66335000,30061000,312822,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2012,68495000,115,3157000,59419000,10682000,131448,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2012,326086000,117,22661000,242234000,105753000,277894,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,578405000,119,65915000,498675000,159778000,1024942,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2012,240597000,121,19459000,188772000,69751000,286894,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2012,3736000,123,207000,2620000,1341000,631,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,74206000,125,8117000,52969000,30931000,230430,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2012,522825000,127,48072000,409620000,156767000,517344,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,704214000,129,46707000,566287000,181525000,574834,A,Entirely rural,EDR  6E- Southwest Central,Central Minnesota
2012,237936000,131,19560000,184511000,70996000,218102,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,416885000,133,23706000,316571000,122867000,288494,C,Urban/town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,158558000,135,20235000,123911000,61482000,572846,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2012,19200000,137,2244000,17856000,2214000,72826,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2012,114696000,139,10294000,92836000,30977000,100549,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,87085000,141,5148000,88715000,4547000,86945,D,Entirely urban,EDR  7W- Central,Central Minnesota
2012,380770000,143,33542000,318271000,94575000,306317,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,828094000,145,50746000,642901000,237018000,646304,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2012,302347000,147,20519000,239882000,81101000,219822,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,458773000,149,20297000,335454000,144014000,326477,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2012,333826000,151,28254000,267960000,93165000,419004,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2012,245747000,153,13725000,196216000,63026000,354154,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,260355000,155,27209000,177558000,106680000,337143,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2012,235451000,157,19149000,189654000,64364000,212862,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,56914000,159,5161000,44517000,17780000,111905,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,314398000,161,19710000,227027000,105120000,238879,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,106845000,163,9457000,80629000,35157000,60107,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,290643000,165,18425000,228772000,78153000,254208,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,294046000,167,19420000,240483000,73925000,440329,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2012,292306000,169,18617000,224893000,85617000,196454,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,232796000,171,16621000,206761000,40466000,249590,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2012,326351000,173,37689000,272204000,88587000,440016,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2013,22275899000,000,2544347000,18407568000,5505843000,24871045,NA,Minnesota,Minnesota,Minnesota
2013,16389000,001,5871000,18603000,2932000,97033,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2013,59100000,003,5101000,47433000,16260000,37578,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,286126000,005,19709000,234756000,61763000,333501,C,Urban/town/rural mix,EDR  4 - West Central,Northwest Minnesota
2013,29131000,007,8196000,29272000,6496000,195051,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2013,144504000,009,19743000,147300000,11443000,180165,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2013,165712000,011,17061000,132734000,38572000,262992,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2013,566944000,013,34821000,425479000,159408000,384555,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2013,435887000,015,32328000,330029000,123245000,348863,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,12150000,017,2063000,14382000,-706000,74862,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2013,134383000,019,16913000,119534000,24322000,152772,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,39072000,021,7772000,43389000,2334000,134892,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,367681000,023,33752000,277765000,108297000,332415,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2013,52709000,025,9253000,53214000,5778000,107390,D,Entirely urban,EDR  7E- East Central,Central Minnesota
2013,420065000,027,23264000,330935000,91555000,557699,D,Entirely urban,EDR  4 - West Central,Northwest Minnesota
2013,37848000,029,5393000,29153000,12750000,245811,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2013,0,031,0,0,0,1610,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2013,434563000,033,39429000,325379000,130920000,370879,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,27218000,035,3860000,26380000,3816000,70710,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,245574000,037,31700000,204782000,61846000,180254,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,246154000,039,44450000,244668000,33676000,248408,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2013,115362000,041,19016000,106918000,18718000,243854,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2013,397363000,043,48121000,343702000,77893000,413047,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,326641000,045,64682000,327189000,46922000,428677,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,344603000,047,86646000,362721000,49699000,412635,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,419384000,049,55745000,381625000,74112000,360599,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,201964000,051,34247000,157332000,65634000,299625,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2013,77597000,053,17148000,63881000,28507000,43390,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,145051000,055,15029000,126901000,26444000,160879,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,56449000,057,4412000,41157000,20726000,85942,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2013,61860000,059,7349000,63067000,1960000,123941,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2013,12258000,061,2222000,13175000,781000,65440,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2013,406697000,063,31905000,298956000,120578000,408547,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,34608000,065,4460000,32544000,4507000,107347,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2013,489632000,067,40077000,418801000,98062000,383906,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2013,213290000,069,23877000,146651000,81990000,475850,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2013,9590000,071,4228000,8391000,5091000,94702,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2013,381168000,073,28809000,263057000,126597000,431823,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2013,497000,075,123000,604000,-5000,1251,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2013,13623000,077,8692000,15372000,5746000,74914,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2013,240489000,079,28969000,217541000,41447000,220441,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,236750000,081,31022000,187520000,68395000,315170,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2013,448609000,083,52161000,373174000,107436000,403025,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,230473000,085,30884000,207571000,39493000,255808,C,Urban/town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2013,106510000,087,14199000,89464000,24618000,183330,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2013,335482000,089,33414000,278611000,76248000,844436,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2013,711340000,091,29670000,539020000,182790000,430417,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,293869000,093,34007000,263797000,51743000,300598,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2013,46182000,095,8454000,53177000,-815000,106783,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2013,392761000,097,52900000,358745000,82886000,430796,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,397569000,099,100891000,424182000,52336000,405991,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,448880000,101,56706000,314866000,171142000,404148,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2013,443874000,103,29488000,350305000,112395000,239984,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,553886000,105,40053000,419062000,156255000,399072,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,318089000,107,24787000,240960000,88285000,489365,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2013,208279000,109,55552000,220609000,30774000,292634,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2013,521847000,111,96790000,444664000,152598000,715992,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2013,78974000,113,17522000,68257000,22119000,312831,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2013,68708000,115,4951000,63248000,8347000,149213,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2013,379608000,117,18002000,262983000,126420000,277917,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,704576000,119,101131000,535830000,254486000,1015059,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2013,234883000,121,29306000,198206000,53718000,281809,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2013,3963000,123,276000,2430000,1825000,645,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,86757000,125,11794000,54313000,39931000,230440,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2013,578658000,127,53899000,433482000,172627000,516282,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,771238000,129,57747000,590434000,212174000,574732,A,Entirely rural,EDR  6E- Southwest Central,Central Minnesota
2013,215783000,131,28911000,194595000,39053000,221900,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,475250000,133,21853000,342268000,140626000,288599,C,Urban/town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,171121000,135,36208000,128043000,70187000,569260,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2013,20740000,137,3048000,18670000,4697000,73318,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2013,113120000,139,15800000,97277000,25596000,100366,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,88159000,141,5632000,90339000,648000,89288,D,Entirely urban,EDR  7W- Central,Central Minnesota
2013,393388000,143,49219000,338753000,89250000,305998,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,806478000,145,89883000,695895000,179354000,615811,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2013,250927000,147,46240000,253717000,31712000,229561,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,460425000,149,25974000,357668000,113983000,326418,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2013,328623000,151,28349000,283537000,58172000,418654,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2013,224337000,153,30450000,211153000,36323000,350787,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,239067000,155,41001000,185050000,74641000,337104,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2013,228859000,157,31680000,199088000,51229000,211406,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,58330000,159,8744000,46956000,18401000,113161,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,297266000,161,42163000,243773000,83912000,239008,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,108177000,163,14358000,79460000,40815000,61179,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,323421000,165,20482000,245051000,86516000,254235,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,291650000,167,24141000,245615000,53499000,441007,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2013,293120000,169,28942000,239044000,74034000,211720,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,217814000,171,21700000,215459000,13238000,241667,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2013,398743000,173,57527000,296475000,141615000,439871,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2014,20199467000,000,2986044000,19011685000,3271494000,24818366,NA,Minnesota,Minnesota,Minnesota
2014,17373000,001,5346000,19354000,4064000,97461,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2014,49644000,003,6811000,44991000,10888000,37364,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,249517000,005,22677000,240746000,25943000,333937,C,Urban/town/rural mix,EDR  4 - West Central,Northwest Minnesota
2014,29646000,007,7110000,31210000,5940000,195696,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2014,154409000,009,25050000,155843000,21201000,179905,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2014,134487000,011,20563000,133283000,10044000,262562,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2014,534547000,013,56022000,445730000,124957000,383754,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2014,405939000,015,43518000,349593000,81157000,348747,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,12821000,017,1477000,15031000,-123000,73045,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
