year,cash.receipts,countyfp,other.income,expenses,net.income,Total.acres,Dem_RUCA,Dem_Desc,edr,planning.region
2016,225965000,153,16806000,212121000,26596000,349220,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,170895000,155,36148000,182810000,9950000,336969,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2016,180610000,157,20216000,197100000,-1719000,208102,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,45871000,159,6823000,46736000,5471000,116537,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,233806000,161,18006000,238093000,5296000,238686,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,83651000,163,10538000,81420000,11323000,60253,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,212810000,165,19432000,239022000,-16702000,254191,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,206373000,167,19978000,231885000,-21119000,439275,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2016,238840000,169,15593000,235966000,14750000,212035,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,211213000,171,12842000,210099000,7200000,239310,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2016,295049000,173,58692000,285386000,50710000,439745,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2017,17733659000,000,1623248000,17051365000,1247759000,24900148,NA,Minnesota,Minnesota,Minnesota
2017,14510000,001,3084000,17252000,-429000,94806,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2017,46830000,003,3758000,37982000,11651000,36644,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,225378000,005,15670000,217006000,16300000,332248,C,Urban/town/rural mix,EDR  4 - West Central,Northwest Minnesota
2017,26000000,007,3724000,27876000,211000,201334,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2017,144840000,009,10397000,133664000,16248000,179049,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2017,109229000,011,12924000,119049000,-8030000,278154,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2017,458878000,013,39453000,393506000,80722000,381661,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2017,331715000,015,24882000,307581000,29665000,348004,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,10551000,017,756000,13401000,-2672000,70134,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2017,144670000,019,9972000,114358000,32335000,149898,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,38520000,021,3394000,41913000,-1298000,134631,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,246937000,023,32719000,258321000,3705000,332326,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2017,48143000,025,5265000,48375000,2483000,102136,D,Entirely urban,EDR  7E- East Central,Central Minnesota
2017,303827000,027,22762000,306741000,2253000,546796,D,Entirely urban,EDR  4 - West Central,Northwest Minnesota
2017,33563000,029,3304000,27361000,8080000,231098,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2017,0,031,0,0,0,781,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2017,328892000,033,28730000,305750000,27877000,371646,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,23514000,035,1906000,24981000,-737000,71746,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,189604000,037,19530000,194835000,2812000,177152,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,183871000,039,20804000,200786000,-11200000,247369,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2017,91575000,041,12218000,96920000,-410000,243018,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2017,297377000,043,22133000,321238000,-29451000,425361,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,269656000,045,32030000,306386000,-28521000,435384,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,273163000,047,37354000,313665000,-27878000,399154,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,326231000,049,38077000,350861000,-7885000,335136,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,151322000,051,20318000,145779000,9940000,300160,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2017,65255000,053,14708000,61100000,17226000,46613,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,129232000,055,13176000,120285000,13814000,161706,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,36079000,057,3710000,38596000,369000,86305,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2017,56784000,059,3533000,58860000,-1818000,109519,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2017,11388000,061,757000,12951000,-1295000,62369,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2017,303140000,063,31935000,282183000,28803000,406642,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,41855000,065,2215000,30561000,11252000,102571,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2017,387302000,067,36865000,374879000,29076000,373099,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2017,135775000,069,29291000,142560000,16742000,515074,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2017,8560000,071,801000,7966000,864000,84699,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2017,238143000,073,29199000,243425000,3295000,431324,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2017,380000,075,175000,582000,-23000,848,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2017,6702000,077,3770000,14197000,-4000000,72650,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2017,211050000,079,21625000,201430000,18746000,219755,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,161514000,081,31309000,177787000,3120000,312894,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2017,353758000,083,27546000,357670000,878000,395910,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,246295000,085,20077000,195590000,56422000,245921,C,Urban/town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2017,77165000,087,8183000,75680000,4567000,186427,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2017,248996000,089,53406000,267561000,22810000,842356,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2017,559763000,091,27394000,494732000,62858000,416507,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,234799000,093,27841000,240235000,9195000,300164,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2017,54274000,095,3281000,49082000,6179000,109812,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2017,373552000,097,14848000,323698000,53070000,380356,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,316602000,099,38559000,363087000,-34129000,405527,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,341603000,101,30073000,300778000,47927000,415243,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2017,363836000,103,17693000,322781000,43959000,239897,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,453900000,105,31628000,392158000,65625000,414987,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,221974000,107,24214000,228158000,3243000,506022,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2017,174859000,109,26002000,203803000,-19158000,298514,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2017,427133000,111,30245000,408809000,28718000,739021,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2017,69365000,113,20469000,63469000,21203000,325005,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2017,79524000,115,2286000,59875000,19640000,148007,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2017,325276000,117,12435000,265735000,57610000,277754,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,481831000,119,55536000,484149000,35146000,1017324,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2017,166834000,121,16660000,182817000,-12547000,341537,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2017,3055000,123,219000,2426000,850000,609,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,72671000,125,8363000,50449000,26185000,230807,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2017,430519000,127,35097000,405592000,29923000,519546,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,589807000,129,36894000,548711000,44031000,577851,A,Entirely rural,EDR  6E- Southwest Central,Central Minnesota
2017,170617000,131,21016000,179723000,1203000,220289,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,423592000,133,15718000,351078000,68594000,288342,C,Urban/town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,141227000,135,29813000,117861000,47783000,569337,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2017,17476000,137,2336000,17564000,1605000,69145,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2017,99808000,139,7381000,92652000,10085000,99473,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,73684000,141,5080000,82007000,-5598000,89155,D,Entirely urban,EDR  7W- Central,Central Minnesota
2017,336328000,143,28204000,309486000,36365000,326010,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,762901000,145,35173000,668053000,103152000,594857,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2017,193830000,147,20573000,223200000,-23788000,226469,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,379207000,149,19734000,350538000,30629000,323999,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2017,230897000,151,26818000,258021000,-21581000,421367,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2017,219871000,153,10692000,191917000,30536000,348027,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,161376000,155,24835000,173218000,-3401000,345325,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2017,189561000,157,22156000,184135000,15161000,219395,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,48583000,159,3897000,43678000,6762000,117325,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,242507000,161,18715000,223738000,22983000,238385,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,78699000,163,10084000,76500000,10287000,60037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,233347000,165,23922000,224987000,15527000,254414,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,203617000,167,19376000,219377000,-12948000,445852,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2017,249032000,169,15413000,219327000,34146000,219158,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,208905000,171,12949000,196704000,15856000,237552,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2017,289248000,173,32181000,267607000,28254000,439237,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2018,17730662000,000,2220596000,17662462000,1184006000,24847445,NA,Minnesota,Minnesota,Minnesota
2018,12526000,001,3704000,17974000,-2101000,94421,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2018,44485000,003,4062000,38602000,8769000,36129,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,225169000,005,21843000,224317000,13565000,329931,C,Urban/town/rural mix,EDR  4 - West Central,Northwest Minnesota
2018,26569000,007,4580000,29001000,610000,201319,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2018,137616000,009,11826000,138334000,4498000,178396,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2018,128524000,011,21079000,124290000,9022000,277920,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2018,420170000,013,47645000,410029000,35418000,381043,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2018,323129000,015,52643000,320656000,36918000,347987,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,10181000,017,1128000,14077000,-3833000,69508,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2018,108788000,019,16718000,118405000,-982000,148367,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,32786000,021,3381000,42441000,-7615000,134908,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,249046000,023,39002000,266378000,1714000,332147,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2018,42963000,025,5331000,49859000,-5176000,101782,D,Entirely urban,EDR  7E- East Central,Central Minnesota
2018,316066000,027,32608000,316238000,11118000,545137,D,Entirely urban,EDR  4 - West Central,Northwest Minnesota
2018,35310000,029,4663000,28454000,9615000,228506,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2018,0,031,0,0,0,781,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2018,336192000,033,48233000,324454000,37503000,371603,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,23150000,035,2323000,25633000,-1576000,71378,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,207923000,037,25956000,199980000,21547000,182461,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,223973000,039,22199000,207716000,20549000,247195,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2018,84063000,041,18988000,99693000,-5456000,242763,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2018,304507000,043,41194000,333361000,2705000,425493,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,293929000,045,37417000,314783000,-9683000,434581,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,319846000,047,43722000,325513000,13521000,397556,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,359277000,049,39066000,364221000,11566000,332627,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,161154000,051,28506000,150673000,19598000,299344,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2018,57574000,053,17097000,62438000,10106000,44637,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,126613000,055,15924000,124149000,10221000,164748,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,39211000,057,3494000,39861000,1597000,86059,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2018,48468000,059,5887000,60696000,-10763000,110631,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2018,9977000,061,906000,13108000,-2720000,62506,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2018,294541000,063,42509000,290033000,22645000,406407,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,31389000,065,3406000,31680000,350000,101838,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2018,398116000,067,40836000,392066000,23058000,373253,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2018,134369000,069,29823000,139834000,22022000,515381,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2018,8657000,071,866000,8246000,671000,81377,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2018,261979000,073,41400000,252062000,23419000,431478,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2018,392000,075,198000,614000,-42000,581,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2018,7260000,077,3834000,14747000,-4047000,72649,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2018,180346000,079,31711000,206459000,-6258000,218732,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,168688000,081,35138000,176503000,13236000,312710,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2018,371639000,083,41569000,375416000,11981000,395392,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,205587000,085,25458000,201294000,12920000,245849,C,Urban/town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2018,73609000,087,12187000,77933000,2113000,186176,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2018,229461000,089,62436000,266017000,17423000,841925,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2018,503626000,091,54907000,518699000,18819000,416021,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,216791000,093,34552000,249295000,-14074000,299681,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2018,42648000,095,4414000,51169000,-6880000,111024,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2018,377388000,097,18159000,338508000,45742000,375806,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,392510000,099,46535000,376858000,33240000,406058,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,335858000,101,49255000,315510000,45841000,414596,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2018,334444000,103,28750000,335269000,12936000,231353,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,453555000,105,42758000,414555000,55426000,414819,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,234747000,107,30102000,234746000,15450000,504741,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2018,194006000,109,27804000,210894000,-5748000,291526,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2018,430157000,111,37255000,422712000,17956000,732431,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2018,65586000,113,24464000,65285000,21210000,324932,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2018,56914000,115,4860000,62107000,-3297000,147852,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2018,318861000,117,22390000,275488000,50457000,277609,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,499336000,119,65812000,499194000,52209000,1017148,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2018,188676000,121,25543000,189245000,8279000,341265,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2018,3008000,123,236000,2473000,773000,608,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,66996000,125,13284000,51572000,25122000,230850,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2018,435401000,127,72704000,435958000,40643000,519102,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,545825000,129,69356000,564027000,17306000,577749,A,Entirely rural,EDR  6E- Southwest Central,Central Minnesota
2018,178823000,131,24453000,185942000,4740000,219600,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,430343000,133,27052000,377189000,62611000,288346,C,Urban/town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,144352000,135,35058000,121937000,54837000,569114,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2018,17347000,137,2859000,18389000,897000,69288,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2018,87714000,139,8644000,94215000,-3218000,99078,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,62029000,141,5602000,83917000,-19836000,88630,D,Entirely urban,EDR  7W- Central,Central Minnesota
2018,298444000,143,38821000,321456000,-4644000,326089,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,727624000,145,49217000,677407000,68950000,593326,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2018,235211000,147,27048000,231887000,14845000,230211,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,380149000,149,31813000,358907000,34986000,324123,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2018,276004000,151,40033000,271406000,16917000,421373,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2018,215443000,153,16508000,199183000,22612000,346346,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,190801000,155,35057000,183478000,22194000,345353,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2018,188352000,157,22013000,190026000,7908000,217042,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,44384000,159,5113000,44952000,2285000,117683,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,247362000,161,25127000,231418000,24531000,237918,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,83944000,163,11797000,78298000,14396000,59151,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,200102000,165,32544000,226567000,-8341000,254641,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,229906000,167,28208000,226260000,12757000,445614,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2018,253697000,169,20826000,227182000,34144000,218898,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,180883000,171,19480000,202735000,-14197000,235633,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2018,286197000,173,47687000,277909000,33476000,439205,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
